gender,5.0
smoker,3.0
age,2.0
humidity,5.0
bmi,2.0
cause,3.0
cvirus19,4.0
asthama,4.0
copd,6.0
aids,6.5
days_admit,4.0
ilc0,1.0
ilc1,1.5
ilc2,1.0
ilc3,1.5
ilc4,2.0
ilc5,2.0
ilc6,1.5
ilc7,1.5
ilc8,2.0
ilc9,0.5
ilc10,1.0
ilc11,1.0
ilc12,0.5
ilc13,1.0
ilc14,1.5
ilc15,1.0
ilc16,1.0
ilc17,1.0
ilc18,1.5
ilc19,1.0
ilc20,1.0
ilc21,1.0
ilc22,1.5
ilc23,2.0
ilc24,1.0
ilc25,1.0
ilc26,1.5
ilc27,1.0
ilc28,1.0
ilc29,1.0
ilc30,1.0
ilc31,1.0
ilc32,1.0
ilc33,1.5
ilc34,1.5
ilc35,1.5
ilc36,1.0
ilc37,1.0
ilc38,1.0
ilc39,1.0
ilc40,1.5
ilc41,1.0
ilc42,1.5
ilc43,2.0
ilc44,0.5
ilc45,1.5
ilc46,2.0
ilc47,1.0
ilc48,0.5
ilc49,1.5
ilc50,1.5
ilc51,1.0
ilc52,1.0
ilc53,1.0
ilc54,1.0
ilc55,2.0
ilc56,1.0
ilc57,1.0
ilc58,1.5
ilc59,1.5
ilc60,2.0
ilc61,1.5
ilc62,1.0
ilc63,1.0
ilc64,1.0
ilc65,2.0
ilc66,1.0
ilc67,1.0
ilc68,1.0
ilc69,1.0
ilc70,1.5
ilc71,0.5
ilc72,1.5
ilc73,1.0
ilc74,1.0
ilc75,1.0
ilc76,0.5
ilc77,2.0
ilc78,0.5
ilc79,1.0
ilc80,1.5
ilc81,1.5
ilc82,2.0
ilc83,1.0
ilc84,1.0
ilc85,0.5
ilc86,1.0
ilc87,0.5
ilc88,1.0
ilc89,2.0
ilc90,1.0
ilc91,1.5
ilc92,2.0
ilc93,0.5
ilc94,1.5
ilc95,0.5
ilc96,0.5
ilc97,1.0
ilc98,1.5
ilc99,0.5
ilc100,1.5
ilc101,1.5
ilc102,1.5
ilc103,2.0
ilc104,0.5
ilc105,1.0
ilc106,2.0
ilc107,1.5
ilc108,0.5
ilc109,1.0
ilc110,1.0
ilc111,1.0
ilc112,1.0
ilc113,1.0
ilc114,1.0
ilc115,1.5
ilc116,1.5
ilc117,1.0
ilc118,1.5
ilc119,1.0
ilc120,0.5
ilc121,1.0
ilc122,1.5
ilc123,1.0
ilc124,1.0
ilc125,2.0
ilc126,1.5
ilc127,1.5
ilc128,1.0
ilc129,2.0
ilc130,1.0
ilc131,1.0
ilc132,1.5
ilc133,1.0
ilc134,1.5
ilc135,1.0
ilc136,2.0
ilc137,1.0
ilc138,1.0
ilc139,1.0
ilc140,0.5
ilc141,0.5
ilc142,2.0
ilc143,1.5
ilc144,1.0
ilc145,1.0
ilc146,1.0
ilc147,1.0
ilc148,1.5
ilc149,1.0
ilc150,1.5
ilc151,0.5
ilc152,1.0
ilc153,1.0
ilc154,1.0
ilc155,1.5
ilc156,1.0
ilc157,1.0
ilc158,1.0
ilc159,1.5
ilc160,1.0
ilc161,1.5
ilc162,1.5
ilc163,1.5
ilc164,2.0
ilc165,1.0
ilc166,1.0
ilc167,1.0
ilc168,1.0
ilc169,1.0
ilc170,1.0
ilc171,1.5
ilc172,2.0
ilc173,2.0
ilc174,0.5
ilc175,2.0
ilc176,2.0
ilc177,1.0
ilc178,1.5
ilc179,1.5
ilc180,1.0
ilc181,0.5
ilc182,1.5
ilc183,1.5
ilc184,1.0
ilc185,1.0
ilc186,1.0
ilc187,1.5
ilc188,1.0
ilc189,1.5
ilc190,1.0
ilc191,1.5
ilc192,1.5
ilc193,1.5
ilc194,1.0
ilc195,1.5
ilc196,1.5
ilc197,1.0
ilc198,1.0
ilc199,1.5
ilc200,1.0
ilc201,1.0
ilc202,1.0
ilc203,1.0
ilc204,1.0
ilc205,1.0
ilc206,1.0
ilc207,2.0
ilc208,1.0
ilc209,1.0
ilc210,1.0
ilc211,1.0
ilc212,1.5
ilc213,1.0
ilc214,1.0
ilc215,1.0
ilc216,0.5
ilc217,1.0
ilc218,1.0
ilc219,1.5
ilc220,1.5
ilc221,2.0
ilc222,1.0
ilc223,1.0
ilc224,0.5
ilc225,1.5
ilc226,1.5
ilc227,1.5
ilc228,1.0
ilc229,1.0
ilc230,1.0
ilc231,1.0
ilc232,1.0
ilc233,0.5
ilc234,1.0
ilc235,2.0
ilc236,0.5
ilc237,1.0
ilc238,1.0
ilc239,2.0
ilc240,1.0
ilc241,1.5
ilc242,1.5
ilc243,1.5
ilc244,1.0
ilc245,1.0
ilc246,2.0
ilc247,1.0
ilc248,1.0
ilc249,1.0
ilc250,0.5
ilc251,1.5
ilc252,1.0
ilc253,1.0
ilc254,0.5
ilc255,1.0
ilc256,0.5
ilc257,2.0
ilc258,0.5
ilc259,1.0
ilc260,2.0
ilc261,0.5
ilc262,1.0
ilc263,2.0
ilc264,1.0
ilc265,1.0
ilc266,1.0
ilc267,1.5
ilc268,1.5
ilc269,1.5
ilc270,1.0
ilc271,1.5
ilc272,0.5
ilc273,1.5
ilc274,2.0
ilc275,1.0
ilc276,1.5
ilc277,1.0
ilc278,2.0
ilc279,1.0
ilc280,1.0
ilc281,1.0
ilc282,1.5
ilc283,1.0
ilc284,1.0
ilc285,1.0
ilc286,2.0
ilc287,1.5
ilc288,1.5
ilc289,0.5
ilc290,0.5
ilc291,1.5
ilc292,1.5
ilc293,1.0
ilc294,1.0
ilc295,1.0
ilc296,1.0
ilc297,1.0
ilc298,1.0
ilc299,1.0
ilc300,1.0
ilc301,0.5
ilc302,1.0
ilc303,1.0
ilc304,1.5
ilc305,1.0
ilc306,1.5
ilc307,0.5
ilc308,1.0
ilc309,1.0
ilc310,1.5
ilc311,1.0
ilc312,1.5
ilc313,1.5
ilc314,1.5
ilc315,0.5
ilc316,1.5
ilc317,1.0
ilc318,1.0
ilc319,1.0
ilc320,2.0
ilc321,1.5
ilc322,1.5
ilc323,1.5
ilc324,1.0
ilc325,1.0
ilc326,1.0
ilc327,1.0
ilc328,1.0
ilc329,2.0
ilc330,1.5
ilc331,1.5
ilc332,1.5
ilc333,2.0
ilc334,1.0
ilc335,1.5
ilc336,1.0
ilc337,1.5
ilc338,1.5
ilc339,1.0
ilc340,1.0
ilc341,1.5
ilc342,1.5
ilc343,1.5
ilc344,1.5
ilc345,1.0
ilc346,1.0
ilc347,1.0
ilc348,1.0
ilc349,1.0
ilc350,1.5
ilc351,2.0
ilc352,0.5
ilc353,1.5
ilc354,0.5
ilc355,1.5
ilc356,1.0
ilc357,1.0
ilc358,1.0
ilc359,1.0
ilc360,0.5
ilc361,1.0
ilc362,1.5
ilc363,1.0
ilc364,1.0
ilc365,1.5
ilc366,0.5
ilc367,1.5
ilc368,1.0
ilc369,1.0
ilc370,1.0
ilc371,1.0
ilc372,1.5
ilc373,1.0
ilc374,1.0
ilc375,1.0
ilc376,0.5
ilc377,1.5
ilc378,1.0
ilc379,1.0
ilc380,0.5
ilc381,1.0
ilc382,0.5
ilc383,1.5
ilc384,1.0
ilc385,1.0
ilc386,1.5
ilc387,1.5
ilc388,0.5
ilc389,1.0
ilc390,1.0
ilc391,1.0
ilc392,1.0
ilc393,1.5
ilc394,1.0
ilc395,1.5
ilc396,2.0
ilc397,1.0
ilc398,2.0
ilc399,1.0
ilc400,1.5
ilc401,1.0
ilc402,1.5
ilc403,1.5
ilc404,1.0
ilc405,1.0
ilc406,1.5
ilc407,1.0
ilc408,1.0
ilc409,1.0
ilc410,1.5
ilc411,1.5
ilc412,0.5
ilc413,1.5
ilc414,2.0
ilc415,0.5
ilc416,1.0
ilc417,1.5
ilc418,1.5
ilc419,1.5
ilc420,1.5
ilc421,1.0
ilc422,1.0
ilc423,1.0
ilc424,1.0
ilc425,1.5
ilc426,2.0
ilc427,1.5
ilc428,1.5
ilc429,1.5
ilc430,1.5
ilc431,1.0
ilc432,2.0
ilc433,2.0
ilc434,1.5
ilc435,1.5
ilc436,1.5
ilc437,1.5
ilc438,1.0
ilc439,2.0
ilc440,1.0
ilc441,1.0
ilc442,1.5
ilc443,1.5
ilc444,1.0
ilc445,0.5
ilc446,1.0
ilc447,1.5
ilc448,2.0
ilc449,1.0
ilc450,1.5
ilc451,0.5
ilc452,1.0
ilc453,1.5
ilc454,1.0
ilc455,0.5
ilc456,1.5
ilc457,2.0
ilc458,1.0
ilc459,1.5
ilc460,1.0
ilc461,1.0
